capture_id,wf_peak_z,wf_centre_excess_z,wf_centre_active_frac,wf_any_active_frac,wf_centre_to_any_ratio,wf_profile_peak_z,wf_profile_peak_offset,wf_track_jitter,wf_active_span_frac,wf_row_burstiness,label,recording_id,is_synthetic,source_file
rsp03_t1_RSP-03_2_w0007,8.586654584681826,2.0798115988664714,0.984375,0.984375,1.0,20.410169792788945,0.0,0.0,1.0,0.3195683040625492,1,rsp03_t1,0,Data/Satellite_Data_snapshots/RSP-03_2.raw#samples=7000000-8000000
rsp03_t1_RSP-03_2_w0008,10.45277893039658,1.5991724786255104,0.59375,0.59375,1.0,21.69354902841708,0.0196078431372549,0.0,0.609375,0.8908011121643888,1,rsp03_t1,0,Data/Satellite_Data_snapshots/RSP-03_2.raw#samples=8000000-9000000
rsp03_t1_RSP-03_2_w0009,2.1905465557729564,-5.702128668085005e-05,0.0,0.0,0.0,2.653064741418317,0.3333333333333333,0.5,0.0,1.16658385000478,0,rsp03_t1,0,Data/Satellite_Data_snapshots/RSP-03_2.raw#samples=9000000-10000000
rsp03_t1_RSP-03_2_w0010,2.3705992491661223,0.0130814638052561,0.0,0.0,0.0,2.458976663930116,0.8627450980392157,0.5,0.0,1.171998073420044,0,rsp03_t1,0,Data/Satellite_Data_snapshots/RSP-03_2.raw#samples=10000000-11000000
rsp03_t1_RSP-03_2_w0011,2.238571629785804,-0.0503619519647629,0.0,0.0,0.0,2.40728712703562,0.8235294117647058,0.5,0.0,1.1950950209820144,0,rsp03_t1,0,Data/Satellite_Data_snapshots/RSP-03_2.raw#samples=11000000-12000000
rsp03_t1_RSP-03_2_w0012,2.207516320359586,0.045218343835031,0.0,0.0,0.0,2.5195967338672025,0.2156862745098039,0.5,0.0,1.3227448904901662,0,rsp03_t1,0,Data/Satellite_Data_snapshots/RSP-03_2.raw#samples=12000000-13000000
rsp03_t1_RSP-03_2_w0013,2.219206982337249,0.0352623466310816,0.0,0.0,0.0,3.3128691341311667,0.3529411764705882,0.5,0.0,1.2354754866492426,0,rsp03_t1,0,Data/Satellite_Data_snapshots/RSP-03_2.raw#samples=13000000-14000000
rsp03_t1_RSP-03_2_w0014,2.301002649194695,0.0244725843536271,0.0,0.0,0.0,2.014940429905181,0.9019607843137256,0.5,0.0,1.2328241756212588,0,rsp03_t1,0,Data/Satellite_Data_snapshots/RSP-03_2.raw#samples=14000000-15000000
rsp03_t1_RSP-03_2_w0015,2.3462355183295105,-0.0877038360254004,0.0,0.0,0.0,2.062578071637091,0.5882352941176471,0.5,0.0,1.0758842713318917,0,rsp03_t1,0,Data/Satellite_Data_snapshots/RSP-03_2.raw#samples=15000000-16000000
rsp03_t1_RSP-03_2_w0016,2.309116097237714,0.1215492871311306,0.0,0.0,0.0,2.907140931423944,0.8235294117647058,0.5,0.0,1.2365052863565342,0,rsp03_t1,0,Data/Satellite_Data_snapshots/RSP-03_2.raw#samples=16000000-17000000
